  0.000000   1.000000
  0.100000   0.997808
  0.200000   0.997695
  0.300000   0.996180
  0.400000   0.994946
  0.500000   0.992955
  0.600000   0.990343
  0.700000   0.986427
  0.800000   0.980579
  0.900000   0.971727
  1.000000   0.958571
  1.100000   0.939681
  1.200000   0.914144
  1.300000   0.882817
  1.400000   0.850296
  1.500000   0.826262
  1.600000   0.813586
  1.700000   0.805920
  1.800000   0.805407
  1.900000   0.814408
  2.000000   0.830699
  2.100000   0.847357
  2.200000   0.862419
  2.300000   0.874297
  2.400000   0.884986
  2.500000   0.895039
  2.600000   0.902798
  2.700000   0.910787
  2.800000   0.918947
  2.900000   0.925459
  3.000000   0.930000
